id,question,label
295,Evaluate  $P(4)$   in  $P(y) = 3y^3-7y^2-20$ .,polynomials
296,Use the factor theorem to \det er\min e whether  $x-1$  is a factor\of $ P(x) = x^2+2x+5$ ,polynomials
297,Use the remainder theorem to find the remainder R in  $(3x^2+5x^3-8 )$  \div  $(x-4)$.,polynomials
298, $x-r$  is a factor of  $P(x)$  if and only if the remainder R when  $P(x)$ div $(x-r)$  is,polynomials
299,By the Remainder Theorem $ R = 0$  if and only if,polynomials
300,Thus$ x-r$  is a factor of  $P(x)$  if and only if,polynomials
301,"The volume of a rectangular solid is $(x^3+3x^2+2x)$  cubic cm, and its height is $x+1$  cm. What is the area of the base?",polynomials
302,What is the remainder if  $x^2-7x-4$  is divided by $ x-2$ ?,polynomials
303,Which of the following statements is true,polynomials
304,Which is the remainder if  $2x^3+4x^2-x+7$  is divided by $ x-2$ ?,polynomials
305,Is  $x-3$  a factor of  $x^4-3x^3-x+3$ ?,polynomials
306,Find another factor of  $x^3-7x^2+4x-28$  if  $x-7$  is a factor.,polynomials
307,Determin e which of the following binomials is a factor of  $P(x) = x^3-7x+5$ .,polynomials
308,Is the first polynomial a factor of the second polynomial$ x-1$ ; $ x^2+2x+5$ ?,polynomials
309,Which is the missing factor in the equation  $x^2-4 = (x-2)$ ,polynomials
310,Which of the following is a factor of  $x^3+5x^2-x-5$ ,polynomials
311,What are the factors of $ x^2-2x-24$ ?,polynomials
312,What is the remainder when  $x^3-4x^2+x+8$  is divided by $ x-2$ ,polynomials
313,"When $ P(x)$  is divided by  $x-r$  and is equal to 0, it means",polynomials
314,Evaluate the polynomial $ x^3+x^2+x+3$  at the given value of $ x = -2$ ,polynomials
315,Which polynomial gives a remainder of zero when divided by  $3x-2$ ,polynomials
316,Which of the following is a factor of  $2x^2-5x+3$ ,polynomials
317,"Let  $P(x) = x^3-64$ , Find  $P(4)$",polynomials
318,Let  $P(x) = x^3-64$ . Find the remainder when $P(x)$  is divided by $ x-4$ ,polynomials
319,Let  $P(x) = x^3-64$ . Find $ P(-4)$,polynomials
320,Let $ P(x) = x^3-64$ . Find the remainder when $ P(x)$  is divided by  $(x+4)$,polynomials
321,Find the quotient when  $(x^3-2x^2-11x -20)$  is divided by  $(x-5)$ ,polynomials
322,What is the quotient when  $2x^3-9x^2+3$   is divided by  $(2x-1)$ ,polynomials
323,What will be multiplied  $x^2-6x+2$  to get  $3x^3-19x^2+12x -2$  ,polynomials
324,The volume of a rectangular prism is  $(2x^3-11x^2+13x-4)$ cm^3 and its height is   $(x-4)$  cm. What is the area of its base,polynomials
325, $x+1$ \. What is the number of terms ,polynomials
326, $x+1$ \. What is the name of the polynomial according to the number of terms,polynomials
327, $x+1$ \. What is the degree,polynomials
328, $x+1$ \. What is the name of the polynomial according to degree,polynomials
329, $2x^4+3x^2+4x+1$ \. What is the number of terms ,polynomials
330, $2x^4+3x^2+4x+1$ \. What is the name of the polynomial according to the number of terms,polynomials
331, $2x^4+3x^2+4x+1$ \. What is the degree,polynomials
332, $2x^4+3x^2+4x+1$ \. What is the name of the polynomial according to degree,polynomials
333, $5x^3$ . What is the number of terms ,polynomials
334, $5x^3$ . What is the name of the polynomial according to the number of terms,polynomials
335, $5x^3$ . What is the degree,polynomials
336, $5x^3$ . What is the name of the polynomial according to degree,polynomials
337, $x^6-3x^3+1$ . What is the number of terms ,polynomials
338, $x^6-3x^3+1$ .  What is the name of the polynomial according to the number of terms,polynomials
339, $x^6-3x^3+1$ .  What is the degree,polynomials
340, $x^6-3x^3+1$ .  What is the name of the polynomial according to degree,polynomials
341, $3x^3+2x$ . What is the number of terms ,polynomials
342, $3x^3+2x$ . What is the name of the polynomial according to the number of terms,polynomials
343, $3x^3+2x$ . What is the degree,polynomials
344, $3x^3+2x$ . What is the name of the polynomial according to degree,polynomials
345,Divide  $(x^3-9x -3x^2+27)$  by  $(x+3)$ ,polynomials
346,Divide  $x^4+2x^3-4x^2-10x+5$  by  $(x^2-5)$ .,polynomials
347,Divide  $(x^3-9x-3x^2+27)$  by  $(x+3)$  using synthetic division,polynomials
348,Divide  $(2x^4-3x^2+x-4)$  by  $(x-2)$ .,polynomials
349,Divide  $(3x^3-16x^2+3x+12)$  by  $(3x+2)$ . ,polynomials
350,Divide the following Polynomials using long division  $(2x^3+9x^2+3x-4)$  by  $(x+4)$ ,polynomials
351,Divide the following Polynomials using long division  $(8x^3+27)$  by  $(2x+3)$ ,polynomials
352,Divide the following Polynomials using long division  $\frac{11x-20x^2+12x^3-14}{x-2}$ ,polynomials
353,Divide the following polynomials using synthetic division  $(4x^2+x-3)$  by  $(x-3)$ ,polynomials
354,Divide the following polynomials using synthetic division  $(3x^2+4x-x^4-2x^3-4)$  by  $(x+2)$ ,polynomials
355,Divide the following polynomials using synthetic division  $(2x^5-2x^3+4x^2-3)$  by  $(x+1)$ ,polynomials
356,Divide the following polynomials using synthetic division  $(-x^4+2x^5-2x-3x^2+1)$  by  $(x-2)$ ,polynomials
357,Divide the following polynomials using synthetic division  $(2x^3+5x^2-4x-5)$  by  $(2x+1)$ ,polynomials
358,"Pedro bought  $(18x^3-39x^2+8x+16)$  pesos worth of tokens for your classroom Christmas party. If each token is worth  $(3x-4)$  pesos, how many tokens did peter buy",polynomials
359,Lita works for  $(x+5)$  hours as a service crew in a fast-food chain. She earns  $(2x^3+23x^2-26x+3)$  pesos today. How much does lita earn per hour.,polynomials
360,The area of a rectangle is  $(4x^4+4x^3+4x^2+2x+1)$   square centimeter. If the length of the rectangle is  $2x^2+1$  centimeter. What is the width of the rectangle,polynomials
361,"If a sixth-degree polynomial is divided by a second degree polynomial, what is the degree of the quotient",polynomials
362,Divide:  $x^3+2x^2-5x-10$  by  $x^2-5 $ ,polynomials
363,"In the division algortihm  $\frac{P(x)}{D(x)} = Q(x)+\frac{r(x)}{D(x)}$ , what is the divisor",polynomials
364,Find the remainder when  $x^3-2x^2+4x-3$  is divided by  $x+2$ ,polynomials
365,"if   $x^3-2x^2-5x+6$  is divided by  $x+1$ , the remainder is zero",polynomials
366,Divide  $(2x^3+3x^2-10x+12)$  by  $(x-3)$ . What is the remainder,polynomials
367,Divide: $(2x^3+3x^2-10x+12)$  by $(x-3)$. What is the divisor,polynomials
368,Divide:  $(2x^3+3x^2-10x+12)$  by  $(x-3)$ . What is the quotient,polynomials
369,Find the quotient when  $(x^3+2x^2-19x-20)$  is divided by  $(x+5)$ ,polynomials
370,What is the quotient when  $(2x^3+9x^2-2x-3)$  is divided by  $(2x+1)$ ,polynomials
371,What will be multiplied to  $x^2-6x+2$  to get  $3x^3-17x^2+2$ ,polynomials
372,The volume of a rectangular prism is  $(2x^3+11x^2+11x-4)cm^{3}$ and its height is  $(x+4)$  cm. What is the area of its base,polynomials
373,This refers to the sum of the terms of a geometric sequence,series_and_sequence
374,Find the sum of the first six terms of a geometric sequence whose first term is 2 and common ratio of  $\frac{2}{3}$ ,series_and_sequence
375,"Find the sum of the first five terms of the geometric sequence  $4, 6, 9$ ",series_and_sequence
376,"Find the sum of the first five terms of the geometric sequence  $2, 8, 32, 128$ ",series_and_sequence
377,"Find the sum of the terms of the infinite geometric sequence  $45, 15, 5 $ ",series_and_sequence
378,"Find specified geometric series of the following geometric sequences:  $3,12,48,S_7$ ",series_and_sequence
379,"Find specified geometric series of the following geometric sequences:  $2,6,18,S_6$ ",series_and_sequence
380,"Find specified geometric series of the following geometric sequences:  $125,25,5,S_8$ ",series_and_sequence
381,Find specified geometric series of the following geometric sequences: First term  $A_1 = 2$ and common ration  $r = -4$  find $ S_8$ ,series_and_sequence
382,Find specified geometric series of the following geometric sequences: First term  $A_1 = \frac{1}{2}$ and common ration  $r = -2$ ;\ find\ $ S_6$ ,series_and_sequence
383,"Find the geometric series of each infinite geometric sequence:  $12,6,3$ ",series_and_sequence
384,"Find the geometric series of each infinite geometric sequence:  $125,25,5$ ",series_and_sequence
385,"Find the geometric series of each infinite geometric sequence: $1,\frac{1}{5},\frac{1}{25}$ ",series_and_sequence
386,"Find the geometric series of each infinite geometric sequence:  $15,5,\frac{5}{3}$ ",series_and_sequence
387,"Find the geometric series of each infinite geometric sequence:  $1,\frac{2}{3},\frac{4}{9}$ ",series_and_sequence
388,"Find the sum of the first five terms of the geometric series  $7, 14, 28$ ",series_and_sequence
389,Find the sum of the first seven terms of a geometric sequence whose first term is 3 and common ratio is 4.,series_and_sequence
390,"Find the sum of the first 6 terms of geometric series  $\frac{1}{4}$, $\frac{1}{2}, 1$ ",series_and_sequence
391,Find the sum of the first 6 terms of a geometric sequence whose first term is 2 and common ratio is  $\frac{2}{3}$ ,series_and_sequence
392,"What is the sum of the first 10 terms of the geometric sequence  $4$ , $ 2$ , $ 1$ ",series_and_sequence
393,is the sum of the terms of a geometric sequence,series_and_sequence
394,"To find finite geometric series, use the formula ",series_and_sequence
395,"Use the sequence  $3$ , $6$ , $12$  .Determine $ a_1$ ",series_and_sequence
396,"Use the sequence  $3$ , $6$ , $12$  .Determine r",series_and_sequence
397,"Use the sequence  $3,6,12  $ .Determine $ S_5$ ",series_and_sequence
398,"Joey saves an amount in his bamboo bank each week. To make it fun, he doubles whatever amount is inside the bank next week. On the first week, he saves 1 peso. On the 10th week, how much will be in the bamboo bank in all?",series_and_sequence
399,Suppose Rico saves P100.00 in January and each month thereafter he manages to save one-half more than what he saved in the previous month. How much is Rico’s savings after 10 months? Round off your final answer to two decimal places.,series_and_sequence
400,"Find the sum of the terms of the infinite geometric sequence  $3,1,\frac{1}{3}$ ",series_and_sequence
401,Find the sum of an infinite geometric sequence whose first term is 5 and common ratio is $ \frac{1}{4}$ ,series_and_sequence
402,Find the sum of the terms of an infinite geometric sequence whose first term is 4 and common ratio is $\frac{1}{5}$ ,series_and_sequence
403,"Given the sequence  9, 3, 1 , find  $S_{\infty}$ ",series_and_sequence
404,is a set of three dots that indicates infinity.,series_and_sequence
405,"To find infinite geometric series, use the formula ",series_and_sequence
406,"In an infinite geometric series,  $-1 1$ ",series_and_sequence
407,"Use the sequence  $2,1,\frac{1}{2}$ , Determine r",series_and_sequence
408,"Use the sequence  $2,1,\frac{1}{2}$ , Determine  $S_{\infty}$ ",series_and_sequence
409,How can you indicate infinite geometric sequences?,series_and_sequence
410,Find the sum of the first six terms of a geometric sequence whose first term is 2 and common ratio is  $\frac{2}{3}$ ,series_and_sequence
411,"Find the sum of the first five terms of the geometric sequence  $4,6,9$ ",series_and_sequence
412,"Find the sum of the terms of the infinite geometric sequence $ 45, 15, 5$ ",series_and_sequence
413,"Find the sum of the first five terms of the geometric series  $2, 8, 32,128$ ",series_and_sequence
414,"Find the specified geometric series of the following geometric sequences: 3,12,48, $S_7$ ",series_and_sequence
415,"Find the specified geometric series of the following geometric sequences:  2,6,18, $S_6$ ",series_and_sequence
416,"Find the specified geometric series of the following geometric sequences:  125,25,5, $S_8$ ",series_and_sequence
417,Find the specified geometric series of the following geometric sequences: First term  $a_1 = 2$ and a common ratio $ r = -4$ ; find  $S_8$ ,series_and_sequence
418,Find the specified geometric series of the following geometric sequences: First term  $a_1 = \frac{1}{2}$ and a common ratio  $r = -2$ ; find  $S_6$ ,series_and_sequence
419,"Find the sum of the terms of each of the following infinite geometric sequences:  $12,6,3$ ",series_and_sequence
420,"Find the sum of the terms of each of the following infinite geometric sequences:  $125,25,5$ ",series_and_sequence
421,"Find the sum of the terms of each of the following infinite geometric sequences:  $1,\frac{1}{5},\frac{1}{25}$ ",series_and_sequence
422,"Find the sum of the terms of each of the following infinite geometric sequences:  $15,5,\frac{5}{3}$ ",series_and_sequence
423,"Find the sum of the terms of each of the following infinite geometric sequences:  $1,\frac{2}{3},\frac{4}{9}$ ",series_and_sequence
424,"When a ball is tossed to a height of 4 meters above the ground, it always rebounds to 40% of its previous height until it stops. Find the total distance that the ball has covered when it strikes the ground for the fifth time.",series_and_sequence
425,"Determine the possible factors of the polynomial equation that has a roots of 3, -2, -6 of multiplicity of 5 ",polynomial_equation
426,"Determine the possible factors of the polynomial equation that has a roots of $\frac{1}{2}$ , $\frac{-2}{3}$, 4, 6? ",polynomial_equation
427,"Determine the possible factors of the polynomial equation that has a roots of $5-\sqrt{2}$, 3 , $\frac{1}{4}$? ",polynomial_equation
428,"Determine the possible factors of the polynomial equation that has a roots of $\sqrt{2}$ , 4 of multiplicity of 2? ",polynomial_equation
429,Determine the possible factors of the $x^3 - 6x^2 - x + 6 = 0$? ,polynomial_equation
430,Determine the possible factors of the $3x^3 - 14x^2 +20x -8 = 0$,polynomial_equation
431,Determine the possible factors of the $ 2x^4 - 21x^3 + 72x^2 -91x + 30 = 0$? ,polynomial_equation
432,Determine the possible factors of the $ x^5 - 9x^3 - 2x^2 + 18x + 12 = 0 $?,polynomial_equation
433,Determine the possible factors of the $ 4x^5 + x^4  - 40x^3 + 2x ^2 + 75x +18 = 0 $?,polynomial_equation
434,Determine the possible factors of the $ 12x^7 + 70x^6 + 132x^5 + 72x^4 - 16x^3 = 0 $?,polynomial_equation
435,Find The roots of the equations $ x^3 -7x^2 -26x +72 = 0$?,polynomial_equation
436,Find The roots of the equations $ x^3 -14x^2 + 57x -72 = 0$?,polynomial_equation
437,Find The roots of the equations $ 8x^4 - 25x^3  +27x^2 - 11x + 1 = 0$?,polynomial_equation
438,Find The roots of the equations $x^4 +3x^3 - 11x^2 - 21x + 28 = 0$?,polynomial_equation
439,Find The roots of the equations $ 4x^4 +15x3 - 27x^2 - 7x+ 15 = 0$?,polynomial_equation
440,Find The roots of the equations $ 2x^4 - 19x^3+ 5x^2 + 35x + 9 = 0$?,polynomial_equation
441,Find The roots of the equations $ 5x^5 - 14x^4 - 27x^3 + 128x^2 - 140x + 48 = 0 $ ?,polynomial_equation
442,Find The roots of the equations $ 4x^5 + x^4 - 40x^3 + 2x^2 + 75x + 18 = 0 $ ?,polynomial_equation
443,Find The roots of the equations $ 6x^5 -71x^4 + 246x^3 - 317x^2 + 108x + 28 = 0 $?,polynomial_equation
444,Find The roots of the equations $ 5x^6 - 55x^5 + 95x^4 + 215x^3 - 100x^2 - 160x = 0 $?,polynomial_equation
445,Find The roots of the equations $ x^4 - 11x^3 + 15x^2 + 88x + 12 = 0 $?,polynomial_equation
446,Find The roots of the equations $ 9x^3 - 73x^2 + 7x + 8 = 0 $?,polynomial_equation
447,Find The roots of the equations $ x^4 + 4x^3 - 4x^2 - 32x - 32 = 0 $?,polynomial_equation
448,Find The roots of the equations $ (x + 1)(x - 2) - 2x (x + 1) 2 = 0 $?,polynomial_equation
449,Find The roots of the equations $ (3x - 1)(x - 1)^2 - x (x - 1) = 0$?,polynomial_equation
450,Find The roots of the equations $ 2X^6 -13X^5 + 27x^4 - 11x^3 - 22x^2 + 12x + 8 = 0 $?,polynomial_equation
451,Find The roots of the equations $ 4x^5 - 32x^4 + 89x^3 = 103x^2 - 51x + 9 $?,polynomial_equation
452,Find The roots of the equations $ 3x^6 + 3x^5 - 44x^4 + 74x = 32x^2 + 13x - 10 $?,polynomial_equation
453,Find The roots of the equations $ 8x^8 - 8x^7 - 64x^6 + 96x^5 = 0$?,polynomial_equation
454,Find The roots of the equations $ x^8 + 8x^7 + 23x^6 + 36x^5 + 39x^4 + 32x^3 + 17x^2 + 4x = 0 $?,polynomial_equation
455,"Find an equation of the polynomial with roots 6 of multiplicity 2, -3, and $\frac{1}{4}$.",polynomial_equation
456,"If the polynomial $ x^4 +7x^3 - mx^2 - 19x + 14 = 0 $ has a root 1 of multiplicity 2, find m and the other roots",polynomial_equation
457,"Show that $ x + r $ is a factor of $ xp + rp $, for any odd integer $p$.",polynomial_equation
458,"the volume of a rectangular prism is $ 56m^3 $. if the length is 3 meters longer than the height and the width is 2 meters less than the height, find the dimension of the prism.  ",polynomial_equation
459,"An open box of volume $84 \text{cm}^3$ was made from a 10 cm  by 5 cm of cardboard by removing a square from each corner, Find the dimensions of the open box.",polynomial_equation
460,"Find possible rational root, rational root of polynomials: $x^3+x^2-5x+3=0$",polynomial_equation
461,"Find possible rational root, rational root of polynomials: $x^3-7x^2+11x-5=0$",polynomial_equation
462,"Find possible rational root, rational root of polynomials: $x^3+4x^2+5x+2=0$",polynomial_equation
463,"Find possible rational root, rational root of polynomials: $2x^3-5x^2+4x-1=0$",polynomial_equation
464,"Find possible rational root, rational root of polynomials: $3x^3+11x^2+5x-3=0$",polynomial_equation
465,"Find possible rational root, rational root of polynomials: $4x^3-16x^2+9x+9=0$",polynomial_equation
466,"Find possible rational root, rational root of polynomials: $3x^4-10x^3-24x^2-6x+5=0$",polynomial_equation
467,"Find possible rational root, rational root of polynomials: $x^4+7x^3+11x^2-7x-12=0$",polynomial_equation
468,"Find possible rational root, rational root of polynomials: $x^7-8x^4+x^3-8=0$",polynomial_equation
469,"Find possible rational root, rational root of polynomials: $x^4-5x^2+4=0$",polynomial_equation
470,"Which of the following is an example of a polynomial equation? $14x = 0$ , $ x = \frac{1}{2x} $,  $ 5x^3 - 4\sqrt{2x} + x = 0$, $ x^{-4} + 4x^{-3} = 0 $",polynomial_equation
471,What is the degree of the polynomial equation $2x^4 - x^2 - 4 = 0$ ?,polynomial_equation
472,What value of m will make $2m - 1$ equal to zero?,polynomial_equation
473,Find a quadratic polynomial with roots 1 and -2? ,polynomial_equation
474,"Find a cubic polynomial equation with roots -2, 2 and 4",polynomial_equation
475,"According to Rational Root Theorem, which of the following is NOT a possible root of the polynomial  $6b^3 - 3b^2 + 2b - 4 = 0$ ?",polynomial_equation
476,"Using Rational Root Theorem, list all the possible rational roots of the polynomial equation  $4x^4 + 31x^3 - 4x^2 - 89x + 22 = 0$ .",polynomial_equation
477,Which of the following is NOT a root of  $x(x + 3)(x + 3)(x - 1)(2x + 1) = 0$  ?,polynomial_equation
478,"If 7 is a rational root of the polynomial  $2x^3 - 14x^2 + x - 7 = 0$ , which of the following is true?",polynomial_equation
479,How many possible real roots does the polynomial equation  $5x^3 + 4x^2 - 31x + 6 = 0$  have?,polynomial_equation
480,"If -1 is a root of  $x^2 - 3kx + 3k - 7 = 0$ , then the value of k is ___.",polynomial_equation
481,Which of the following polynomial equations has -3 as a root?,polynomial_equation
482,Identify all real roots of  $4x^4 + 31x^3 - 4x^2 - 89x + 22 = 0$ .,polynomial_equation
483,The volume of a rectangular solid is 750 cubic units. The width (w) is 7 units more than the height (h) and the length (l) is 1 unit more than 8 times the height. Which correctly represents the length of the solid?,polynomial_equation
484,The volume of a rectangular solid is 750 cubic units. The width (w) is 7 units more than the height (h) and the length (l) is 1 unit more than 8 times the height. What is the working equation to find the dimensions of the solid?,polynomial_equation
485,Is the expression a polynomial  $2x^3 + 3x - 2$ ,polynomial_equation
486,Is the expression a polynomial   $2x^{-3} + 3x + 2$ ,polynomial_equation
487,Is the expression a polynomial  $2^x - 3x + 2$  ,polynomial_equation
488,Is the expression a polynomial  $2x + \frac{3}{x} + 2$ ,polynomial_equation
489,Is the expression polynomial  $2x^3 + \sqrt{3x} - 2$ ,polynomial_equation
490,What is the degree of polynomial  $x^4- 2x^3 + x$   ?,polynomial_equation
491,What is the degree of polynomial  $x+1$ ,polynomial_equation
492,What is the degree of the polynomial expression  $x^3 - 5$ ,polynomial_equation
493,What is the degree of the polynomial  $3x^5$ ,polynomial_equation
494,What is the degree of polynomial 10,polynomial_equation
495,What is the degree of the polynomial equation   $8a - 10 = 0$ ,polynomial_equation
496,What is the degree of the polynomial  $b^2 + b = 20$ ,polynomial_equation
497,What is the degree of the polynomial equation  $\frac{1}{2}x^2 + x + 20 = 0$ ,polynomial_equation
498,What is the degree of the polynomial equation   $2d^3 - 1 = d^2$ ,polynomial_equation
499,what is the degree of the polynomial equation   $h4 + 4h2 - 1= 0$ ,polynomial_equation
500,What is the degree of the polynomial equation  $k^7 + k^3 - 2k + 1= 0$ ,polynomial_equation
501,Does the equation  $2x^4 + 2x^3 + 10x = 11$   a polynomial equation,polynomial_equation
502,Does the equation   $2a^{-3} + 3a2 + 5a - 3= 0$  a polynomial equation ,polynomial_equation
503,Does the equation   $k^3 + 3k^2 + 9k - 3 = 0$  a polynomial equation ,polynomial_equation
504,Does the equation   $p^2 + 3p + \frac{5}{p} = 0$  a polynomial equation ,polynomial_equation
505,Does the equation  $\sqrt{x^7 + 3x^6 - 4x} = 0$  a polynomial equationnn,polynomial_equation
506,Does the equation  $4x^5 - 2x^3 + 5x - \frac{1}{x}$   polynomial equation,polynomial_equation
507,Does the equation  $15x = 0$  a polynomial equation,polynomial_equation
508,What is the degree of the polynomial equation  $x^3 - 15x - 18 = 0$  ?,polynomial_equation
509,What is the degree of the polynomial equation  $- 15x -18=0 $ ,polynomial_equation
510,What is the degree of the polynomial equation  $3x^4 + 1 = 0$ ,polynomial_equation
511,What is the degree of the polynomial equation  $-18x = 0$ ,polynomial_equation
512,What is the degree of the polynomial equation  $x^6 - 9 = 0$ ,polynomial_equation
513,What is the roots of the polynomial equation  $a+b = 3$ ,polynomial_equation
514,What is the roots of the polynomial equation  $b^2 - b - 6 = 0$ ,polynomial_equation
515,What is the roots of the polynomial equation  $(a+3)(a^2-4) = 0 $ ,polynomial_equation
516,What is the roots of the polynomial equation  $(m+3)(2m + 1) (m-2) = 0$  ,polynomial_equation
517,What is the roots of the polynomial equation  $(x - 1)^2 (x - 2) (x - 3) = 0$ ,polynomial_equation
518,Find all the real roots of the polynomial equation  $(3x + 2) (x^2 - 25) = 0$ ,polynomial_equation
519,Find all the real roots of the polynomial equation  $2x^3 - 3x^2 - 8x + 12 = 0$ ,polynomial_equation
520,Find all the real roots of the polynomial equation  $3x^4 + 5x^3 - 28x^2 + 4x + 16 = 0$ ,polynomial_equation
521,Find all the real roots of the polynomial equation  $x^5 - 2x^4 + x^3 - 2x^2 - 2x + 4 = 0$ ,polynomial_equation
522,Find all the real roots of the polynomial equation  $x^4 - 4x^3 + 4x^2 - 36x - 45 = 0$ ,polynomial_equation
523,Find all the real roots of the polynomial equation  $x^4 + 10x + 9 = 0$ ,polynomial_equation
524,Find all the real roots f the polynomial equation  $x^3 + 9x^2 + 22x + 12 = 0$ ,polynomial_equation
525,Find all the real roots of the following equation  $4x^3 - 18x^2 + 10x - 1 = 0$ ,polynomial_equation
526,Every polynomial equation P(x) of  degree n has ____ complex root ,polynomial_equation
527,An nth degree polynomial equation can have __________ real roots.,polynomial_equation
528,The theorem that gives a list of possible rational roots of a polynomial equation is called: ___.,polynomial_equation
529,"Every rational root of a polynomial equation is in the form  $\frac{p}{q}$  , where p is an integer factors of ___",polynomial_equation
530,"Every rational root of a polynomial equation is in the form  $\frac{p}{q}$  ,where q is an integer factor of ___.",polynomial_equation
531,Which of the following is NOT a polynomial equation?,polynomial_equation
532,Which of the following is the degree of the polynomial equation  $x = 9$ ?,polynomial_equation
533,What value of m will make  $2m + 1$  equal to zero?,polynomial_equation
534,Find a quadratic polynomial with roots -1 and 2.,polynomial_equation
535,"Find a cubic polynomial equation with roots -2, 2 and -4.",polynomial_equation
536,"According to Rational Root Theorem, which of the following is a possible zero of the polynomial  $p(b)= 6b^3 - 3b^2 + 2b - 4$ ?",polynomial_equation
537,"Using Rational Root Theorem, list all the possible rational roots of t the polynomial equation  $4x^4 + 31x^3 - 4x^2 - 89x + 22 = 0$ ",polynomial_equation
538,"If 7 is a rational zero of the polynomial  $p(x) = 2x^3 - 14x^2 + x - 7$ , which of the following is NOT true?",polynomial_equation
539,How many possible real roots does the polynomial equation  $4x^3 + 4x^2 - 31x + 5 = 0 $  have,polynomial_equation
540,"If 4 is a root of  $x^2 - 3kx + 3k - 7 = 0$ , then the value of k is ___.",polynomial_equation
541,Identify all real roots of  $4x^4 + 31x^3 - 4x^2 - 89x + 22 = 0$ .,polynomial_equation
542,The volume of a rectangular solid is 750 cubic units. The width (w) is 7 units more than the height (h) and the length (l) is 1 unit more than 8 times the height. Which correctly represents the width of the solid?,polynomial_equation
543,The volume of a rectangular solid is 750 cubic units. The width (w) is 7 units more than the height (h) and the length (l) is 1 unit more than 8 times the height. What is the working equation to find the dimensions of the solid?,polynomial_equation
544,"In Philippine National High School, the length and the width of the building is  $(x+9)$  m and  $(x-4)$  m respectively. If its area is 500 $m^2$ , which of the following mathematical statements can show the relationship between the dimension of the school building?",polynomial_equation
545,Find k so that the binomial $(x - 1)$ is a factor of  $-3x^4 + kx^3 + 6x^2 - 9x + 3$ .,polynomial_equation
546,Find the value of b so that -2 is a root of  $3x^3 + bx^2 + 5x - 27 = 0$ .,polynomial_equation
547,"Find a cubic polynomial equation with roots 2, -2, and 4.",polynomial_equation
548,Which of the following has no rational roots: $x^4 +5x^2 + 4 = 0$  or  $x^3 + 4x^2 - 5 = 0$ ?,polynomial_equation
549,Find three rational numbers such that their product is 210. The second number is 5 less than the first. The third number is 1 more than twice the first.,polynomial_equation
550,What is the Greatest Common Factor of 24 and 54?,polynomials
551,"What is the GCF of 20, 24, and 40? ",polynomials
552,What is the GCF of $x^2$ and $x^9$,polynomials
553,"What is the GCF of $xy^{10}$ , $x^4y^6$, $x^9y^9$ ,and $x^{10}y^{10}$",polynomials
554,What are the complete factors of the polynomial $7x-7$,polynomials
555,What are the complete factors of the polynomial $2x^6-12x^4$,polynomials
556,Which of the following is a perfect square expression,polynomials
557,"If one factor of the difference of two squares is $x + 2$, what is the other factor",polynomials
558,What is the complete factored form of $z^2-16$,polynomials
559,What is the complete factored form of the expression $y^4-49$,polynomials
560,Which of the following polynomials has factors $\left(xy-1\right)\left(xy+1\right)$,polynomials
561,Which of the following expressions is a perfect cube,polynomials
562,Which of the following is the complete factored form of the cubic polynomial $x^3-8$ ,polynomials
563,Factor completely: $27x^3+64y^3$,polynomials
564,"Your classmate was asked to square $\left(2x-3\right)$, he answered $4x^2-9$. Is his answer is correct",polynomials
565,How did you find the GCF of the numerical coefficients of each term,polynomials
566,How did you find the GCF of the variables in each term,polynomials
567,What did you do to the obtained GCF of the numerical coefficients and the GCF of the variables,polynomials
568,How did you find the remaining factors,polynomials
569,Write a polynomial factor: $7y^2-7p$,polynomials
570,Write a polynomial factor: $18xy+3y$,polynomials
571,Write a polynomial factor: $15t^3-15t^2+20t$,polynomials
572,Write a polynomial factor: $17x^5-51x^4-34x$,polynomials
573,Write a polynomial factor: $35x^5y^2+21x^4y+14x^3y^2$,polynomials
574,"Which was easier: finding the remaining factor given the GCF, or finding the GCF given the other factor",polynomials
575,What did you do to find the GCF given the remaining factors,polynomials
576,Is 16 is a perfect square,polynomials
577,Is 12 is a perfect square,polynomials
578,Is 25 is a perfect square,polynomials
579,Is $8x^2$ is a perfect square,polynomials
580,Is $36y^4$ is a perfect square,polynomials
581,Is 16 is not perfect square,polynomials
582,Is 12 is not perfect square,polynomials
583,Is 25 is not perfect square,polynomials
584,Is $8x^2$ is not perfect square,polynomials
585,Is $36y^4$ is not perfect square,polynomials
586,Determine the product of each sum and difference of two terms: $\left(x+1\right)\left(x-1\right)$,polynomials
587,Determine the product of each sum and difference of two terms: $\left(x+4\right)\left(x-4\right)$,polynomials
588,Determine the product of each sum and difference of two terms: $\left(x+3\right)\left(x-3\right)$,polynomials
589,Determine the product of each sum and difference of two terms: $\left(x+7\right)\left(x-7\right)$,polynomials
590,Determine the product of each sum and difference of two terms: \left(x+9\right)\left(x-9\right),polynomials
591,It is the concept that you must recall in order to use the factoring technique,polynomials
592, Write $x^2-9$ in completely factored form,polynomials
593,Write $16a^6-25b^2$  in completely factored form,polynomials
594,Write $a^2b^4-81$ in completely factored form,polynomials
595,Write $x^4-81$ in completely factored form,polynomials
596,Write $3w^2-48$ in completely factored form,polynomials
597,are numbers or expressions that can be expressed to the power of 3.  ,polynomials
598,Factor $y^3-27$,polynomials
599,Factor $8x^3-64$,polynomials
600,Factor $27m^4-8mn^6$,polynomials
601,Factor $1+8k^3$,polynomials
602,Factor $5h+40hk^3$,polynomials
